idsoil_data,probe,temperature,moisture,reading_time
607,3,36,43,"2014-02-07 00:26:33"
608,4,64,37,"2014-02-07 00:26:33"
609,1,38,36,"2014-02-07 08:05:36"
610,2,39,32,"2014-02-07 08:05:36"
611,3,59,27,"2014-02-07 08:05:36"
612,4,54,31,"2014-02-07 08:05:36"
613,1,67,27,"2014-02-07 18:49:47"
614,2,66,35,"2014-02-07 18:49:47"
615,3,76,37,"2014-02-07 18:49:47"
616,4,49,30,"2014-02-07 18:49:47"
617,1,45,32,"2014-02-08 05:36:45"
618,2,58,32,"2014-02-08 05:36:45"
619,3,86,40,"2014-02-08 05:36:45"
620,4,77,44,"2014-02-08 05:36:45"
621,1,85,40,"2014-02-08 06:34:40"
622,2,38,25,"2014-02-08 06:34:40"
623,3,87,34,"2014-02-08 06:34:40"
624,4,83,32,"2014-02-08 06:34:40"
625,1,62,43,"2014-02-08 08:06:10"
626,2,85,43,"2014-02-08 08:06:10"
627,3,61,28,"2014-02-08 08:06:10"
628,4,67,26,"2014-02-08 08:06:10"
629,1,63,25,"2014-02-08 10:26:47"
630,2,62,26,"2014-02-08 10:26:47"
631,3,82,35,"2014-02-08 10:26:47"
632,4,85,34,"2014-02-08 10:26:47"
633,1,41,32,"2014-02-08 21:07:01"
634,2,39,26,"2014-02-08 21:07:01"
635,3,39,26,"2014-02-08 21:07:01"
636,4,83,41,"2014-02-08 21:07:01"
637,1,64,28,"2014-02-09 06:56:56"
638,2,37,35,"2014-02-09 06:56:56"
639,3,84,33,"2014-02-09 06:56:56"
640,4,88,33,"2014-02-09 06:56:56"
641,1,53,40,"2014-02-09 10:52:35"
642,2,85,41,"2014-02-09 10:52:35"
643,3,66,27,"2014-02-09 10:52:35"
644,4,85,40,"2014-02-09 10:52:35"
645,1,46,36,"2014-02-09 19:38:26"
646,2,31,26,"2014-02-09 19:38:26"
647,3,39,27,"2014-02-09 19:38:26"
648,4,41,29,"2014-02-09 19:38:26"
649,1,58,37,"2014-02-10 03:06:51"
650,2,32,43,"2014-02-10 03:06:51"
651,3,71,32,"2014-02-10 03:06:51"
652,4,81,25,"2014-02-10 03:06:51"
653,1,43,26,"2014-02-10 03:51:20"
654,2,87,35,"2014-02-10 03:51:20"
655,3,66,27,"2014-02-10 03:51:20"
656,4,74,36,"2014-02-10 03:51:20"
657,1,82,34,"2014-02-10 06:13:06"
658,2,73,34,"2014-02-10 06:13:06"
659,3,45,27,"2014-02-10 06:13:06"
660,4,57,32,"2014-02-10 06:13:06"
661,1,71,44,"2014-02-10 06:51:25"
662,2,88,42,"2014-02-10 06:51:25"
663,3,31,36,"2014-02-10 06:51:25"
664,4,40,30,"2014-02-10 06:51:25"
665,1,61,40,"2014-02-10 16:07:03"
666,2,51,35,"2014-02-10 16:07:03"
667,3,41,41,"2014-02-10 16:07:03"
668,4,52,38,"2014-02-10 16:07:03"
669,1,79,43,"2014-02-10 21:25:28"
670,2,68,31,"2014-02-10 21:25:28"
671,3,37,26,"2014-02-10 21:25:28"
672,4,73,27,"2014-02-10 21:25:28"
673,1,66,28,"2014-02-10 22:08:58"
674,2,68,30,"2014-02-10 22:08:58"
675,3,73,38,"2014-02-10 22:08:58"
676,4,58,35,"2014-02-10 22:08:58"
677,1,36,37,"2014-02-10 22:43:40"
678,2,63,35,"2014-02-10 22:43:40"
679,3,44,32,"2014-02-10 22:43:40"
680,4,38,37,"2014-02-10 22:43:40"
681,1,72,37,"2014-02-11 00:56:24"
682,2,75,44,"2014-02-11 00:56:24"
683,3,30,25,"2014-02-11 00:56:24"
684,4,85,38,"2014-02-11 00:56:24"
685,1,37,35,"2014-02-11 02:26:10"
686,2,63,32,"2014-02-11 02:26:10"
687,3,38,35,"2014-02-11 02:26:10"
688,4,33,26,"2014-02-11 02:26:10"
689,1,57,35,"2014-02-11 12:01:42"
690,2,46,42,"2014-02-11 12:01:42"
691,3,86,44,"2014-02-11 12:01:42"
692,4,49,37,"2014-02-11 12:01:42"
693,1,31,30,"2014-02-11 13:33:46"
694,2,89,28,"2014-02-11 13:33:46"
695,3,78,41,"2014-02-11 13:33:46"
696,4,74,35,"2014-02-11 13:33:46"
697,1,76,27,"2014-02-11 14:53:47"
698,2,54,39,"2014-02-11 14:53:47"
699,3,40,35,"2014-02-11 14:53:47"
700,4,32,42,"2014-02-11 14:53:47"
701,1,79,28,"2014-02-11 17:21:46"
702,2,87,31,"2014-02-11 17:21:46"
703,3,38,35,"2014-02-11 17:21:46"
704,4,46,27,"2014-02-11 17:21:46"
705,1,37,33,"2014-02-11 20:42:55"
706,2,56,31,"2014-02-11 20:42:55"
707,3,57,31,"2014-02-11 20:42:55"
708,4,30,26,"2014-02-11 20:42:55"
709,1,55,30,"2014-02-11 22:28:24"
710,2,68,27,"2014-02-11 22:28:24"
711,3,83,37,"2014-02-11 22:28:24"
712,4,58,27,"2014-02-11 22:28:24"
713,1,71,35,"2014-02-12 05:37:03"
714,2,57,28,"2014-02-12 05:37:03"
715,3,83,31,"2014-02-12 05:37:03"
716,4,65,38,"2014-02-12 05:37:03"
717,1,31,30,"2014-02-12 10:29:32"
718,2,32,25,"2014-02-12 10:29:32"
719,3,76,30,"2014-02-12 10:29:32"
720,4,48,34,"2014-02-12 10:29:32"
721,1,54,36,"2014-02-12 21:15:43"
722,2,58,33,"2014-02-12 21:15:43"
723,3,55,41,"2014-02-12 21:15:43"
724,4,46,26,"2014-02-12 21:15:43"
725,1,40,30,"2014-02-13 02:10:13"
726,2,88,41,"2014-02-13 02:10:13"
727,3,75,33,"2014-02-13 02:10:13"
728,4,75,35,"2014-02-13 02:10:13"
729,1,38,34,"2014-02-13 08:59:34"
730,2,62,30,"2014-02-13 08:59:34"
731,3,30,30,"2014-02-13 08:59:34"
732,4,88,35,"2014-02-13 08:59:34"
733,1,46,38,"2014-02-13 18:42:53"
734,2,79,26,"2014-02-13 18:42:53"
735,3,69,34,"2014-02-13 18:42:53"
736,4,32,37,"2014-02-13 18:42:53"
737,1,52,25,"2014-02-14 02:25:19"
738,2,66,35,"2014-02-14 02:25:19"
739,3,60,44,"2014-02-14 02:25:19"
740,4,81,31,"2014-02-14 02:25:19"
741,1,77,40,"2014-02-14 06:48:36"
742,2,48,36,"2014-02-14 06:48:36"
743,3,35,35,"2014-02-14 06:48:36"
744,4,87,36,"2014-02-14 06:48:36"
745,1,63,31,"2014-02-14 15:27:17"
746,2,72,27,"2014-02-14 15:27:17"
747,3,75,26,"2014-02-14 15:27:17"
748,4,39,44,"2014-02-14 15:27:17"
749,1,81,33,"2014-02-14 21:17:14"
750,2,66,26,"2014-02-14 21:17:14"
751,3,74,32,"2014-02-14 21:17:14"
752,4,84,26,"2014-02-14 21:17:14"
753,1,47,40,"2014-02-15 06:11:26"
754,2,31,35,"2014-02-15 06:11:26"
755,3,70,43,"2014-02-15 06:11:26"
756,4,78,27,"2014-02-15 06:11:26"
757,1,68,31,"2014-02-15 14:15:10"
758,2,32,42,"2014-02-15 14:15:10"
759,3,84,38,"2014-02-15 14:15:10"
760,4,63,30,"2014-02-15 14:15:10"
761,1,87,35,"2014-02-15 20:15:19"
762,2,41,28,"2014-02-15 20:15:19"
763,3,45,40,"2014-02-15 20:15:19"
764,4,37,42,"2014-02-15 20:15:19"
765,1,88,26,"2014-02-16 04:49:30"
766,2,80,25,"2014-02-16 04:49:30"
767,3,68,39,"2014-02-16 04:49:30"
768,4,67,33,"2014-02-16 04:49:30"
769,1,52,34,"2014-02-16 15:12:20"
770,2,32,43,"2014-02-16 15:12:20"
771,3,51,26,"2014-02-16 15:12:20"
772,4,43,29,"2014-02-16 15:12:20"
773,1,72,41,"2014-02-17 00:05:30"
774,2,63,30,"2014-02-17 00:05:30"
775,3,75,25,"2014-02-17 00:05:30"
776,4,73,29,"2014-02-17 00:05:30"
777,1,44,36,"2014-02-17 00:31:37"
778,2,49,37,"2014-02-17 00:31:37"
779,3,60,33,"2014-02-17 00:31:37"
780,4,41,34,"2014-02-17 00:31:37"
781,1,56,41,"2014-02-17 04:36:25"
782,2,36,36,"2014-02-17 04:36:25"
783,3,58,26,"2014-02-17 04:36:25"
784,4,45,29,"2014-02-17 04:36:25"
785,1,80,30,"2014-02-17 05:02:25"
786,2,53,30,"2014-02-17 05:02:25"
787,3,75,39,"2014-02-17 05:02:25"
788,4,58,40,"2014-02-17 05:02:25"
789,1,38,44,"2014-02-17 14:31:14"
790,2,35,31,"2014-02-17 14:31:14"
791,3,38,33,"2014-02-17 14:31:14"
792,4,75,31,"2014-02-17 14:31:14"
793,1,44,37,"2014-02-18 01:10:44"
794,2,43,43,"2014-02-18 01:10:44"
795,3,77,39,"2014-02-18 01:10:44"
796,4,82,42,"2014-02-18 01:10:44"
797,1,80,35,"2014-02-18 05:34:37"
798,2,59,39,"2014-02-18 05:34:37"
799,3,39,41,"2014-02-18 05:34:37"
800,4,67,34,"2014-02-18 05:34:37"
801,1,77,39,"2014-02-18 09:22:53"
802,2,59,25,"2014-02-18 09:22:53"
803,3,65,35,"2014-02-18 09:22:53"
804,4,51,29,"2014-02-18 09:22:53"
805,1,56,26,"2014-02-18 18:30:40"
806,2,30,25,"2014-02-18 18:30:40"
807,3,85,36,"2014-02-18 18:30:40"
808,4,70,26,"2014-02-18 18:30:40"
809,1,83,42,"2014-02-19 00:17:07"
810,2,52,25,"2014-02-19 00:17:07"
811,3,54,38,"2014-02-19 00:17:07"
812,4,61,44,"2014-02-19 00:17:07"
813,1,40,33,"2014-02-19 09:28:11"
814,2,76,38,"2014-02-19 09:28:11"
815,3,81,39,"2014-02-19 09:28:11"
816,4,35,28,"2014-02-19 09:28:11"
817,1,76,28,"2014-02-19 15:24:50"
818,2,84,31,"2014-02-19 15:24:50"
819,3,33,41,"2014-02-19 15:24:50"
820,4,87,31,"2014-02-19 15:24:50"
821,1,44,40,"2014-02-20 02:16:47"
822,2,66,36,"2014-02-20 02:16:47"
823,3,83,25,"2014-02-20 02:16:47"
824,4,88,42,"2014-02-20 02:16:47"
825,1,88,36,"2014-02-20 10:30:36"
826,2,50,34,"2014-02-20 10:30:36"
827,3,66,34,"2014-02-20 10:30:36"
828,4,84,28,"2014-02-20 10:30:36"
829,1,60,44,"2014-02-20 16:40:04"
830,2,76,25,"2014-02-20 16:40:04"
831,3,52,27,"2014-02-20 16:40:04"
832,4,62,27,"2014-02-20 16:40:04"
833,1,58,26,"2014-02-20 18:02:49"
834,2,89,41,"2014-02-20 18:02:49"
835,3,61,27,"2014-02-20 18:02:49"
836,4,53,26,"2014-02-20 18:02:49"
837,1,59,30,"2014-02-20 19:00:46"
838,2,74,38,"2014-02-20 19:00:46"
839,3,54,37,"2014-02-20 19:00:46"
840,4,71,28,"2014-02-20 19:00:46"
841,1,78,25,"2014-02-21 03:46:51"
842,2,41,30,"2014-02-21 03:46:51"
843,3,60,26,"2014-02-21 03:46:51"
844,4,30,34,"2014-02-21 03:46:51"
845,1,62,43,"2014-02-21 13:23:44"
846,2,88,41,"2014-02-21 13:23:44"
847,3,81,44,"2014-02-21 13:23:44"
848,4,33,25,"2014-02-21 13:23:44"
849,1,30,25,"2014-02-21 22:59:14"
850,2,54,27,"2014-02-21 22:59:14"
851,3,74,31,"2014-02-21 22:59:14"
852,4,74,40,"2014-02-21 22:59:14"
853,1,75,43,"2014-02-22 07:36:19"
854,2,50,40,"2014-02-22 07:36:19"
855,3,63,40,"2014-02-22 07:36:19"
856,4,45,34,"2014-02-22 07:36:19"
857,1,53,33,"2014-02-22 14:35:19"
858,2,41,37,"2014-02-22 14:35:19"
859,3,63,44,"2014-02-22 14:35:19"
860,4,81,36,"2014-02-22 14:35:19"
861,1,78,26,"2014-02-22 18:26:52"
862,2,82,29,"2014-02-22 18:26:52"
863,3,47,42,"2014-02-22 18:26:52"
864,4,36,41,"2014-02-22 18:26:52"
865,1,63,41,"2014-02-23 05:27:03"
866,2,37,44,"2014-02-23 05:27:03"
867,3,67,38,"2014-02-23 05:27:03"
868,4,71,27,"2014-02-23 05:27:03"
869,1,38,36,"2014-02-23 15:36:10"
870,2,72,32,"2014-02-23 15:36:10"
871,3,81,40,"2014-02-23 15:36:10"
872,4,45,32,"2014-02-23 15:36:10"
873,1,83,29,"2014-02-23 15:38:14"
874,2,81,33,"2014-02-23 15:38:14"
875,3,82,43,"2014-02-23 15:38:14"
876,4,42,43,"2014-02-23 15:38:14"
877,1,44,25,"2014-02-23 16:23:28"
878,2,55,39,"2014-02-23 16:23:28"
879,3,54,32,"2014-02-23 16:23:28"
880,4,67,40,"2014-02-23 16:23:28"
881,1,53,38,"2014-02-23 21:22:23"
882,2,47,29,"2014-02-23 21:22:23"
883,3,59,36,"2014-02-23 21:22:23"
884,4,38,25,"2014-02-23 21:22:23"
885,1,76,40,"2014-02-24 04:46:36"
886,2,47,37,"2014-02-24 04:46:36"
887,3,79,26,"2014-02-24 04:46:36"
888,4,73,26,"2014-02-24 04:46:36"
889,1,61,26,"2014-02-24 11:42:14"
890,2,61,25,"2014-02-24 11:42:14"
891,3,66,34,"2014-02-24 11:42:14"
892,4,84,28,"2014-02-24 11:42:14"
893,1,35,26,"2014-02-24 22:27:26"
894,2,48,32,"2014-02-24 22:27:26"
895,3,73,25,"2014-02-24 22:27:26"
896,4,37,32,"2014-02-24 22:27:26"
897,1,65,26,"2014-02-25 01:52:53"
898,2,71,37,"2014-02-25 01:52:53"
899,3,62,33,"2014-02-25 01:52:53"
900,4,38,25,"2014-02-25 01:52:53"
901,1,56,33,"2014-02-25 10:19:22"
902,2,84,42,"2014-02-25 10:19:22"
903,3,79,37,"2014-02-25 10:19:22"
904,4,72,26,"2014-02-25 10:19:22"
905,1,87,25,"2014-02-25 10:55:29"
906,2,88,27,"2014-02-25 10:55:29"
907,3,61,34,"2014-02-25 10:55:29"
908,4,74,33,"2014-02-25 10:55:29"
909,1,69,32,"2014-02-25 14:16:14"
910,2,50,42,"2014-02-25 14:16:14"
911,3,79,43,"2014-02-25 14:16:14"
912,4,75,43,"2014-02-25 14:16:14"
913,1,32,34,"2014-02-25 18:22:43"
914,2,49,36,"2014-02-25 18:22:43"
915,3,62,36,"2014-02-25 18:22:43"
916,4,89,37,"2014-02-25 18:22:43"
917,1,71,26,"2014-02-26 02:25:40"
918,2,62,27,"2014-02-26 02:25:40"
919,3,33,32,"2014-02-26 02:25:40"
920,4,35,34,"2014-02-26 02:25:40"
921,1,76,33,"2014-02-26 03:46:57"
922,2,78,32,"2014-02-26 03:46:57"
923,3,31,28,"2014-02-26 03:46:57"
924,4,76,26,"2014-02-26 03:46:57"
925,1,60,29,"2014-02-26 08:13:20"
926,2,77,29,"2014-02-26 08:13:20"
927,3,82,30,"2014-02-26 08:13:20"
928,4,56,32,"2014-02-26 08:13:20"
929,1,58,41,"2014-02-26 16:59:20"
930,2,40,25,"2014-02-26 16:59:20"
931,3,65,31,"2014-02-26 16:59:20"
932,4,51,36,"2014-02-26 16:59:20"
933,1,64,26,"2014-02-27 01:11:51"
934,2,63,25,"2014-02-27 01:11:51"
935,3,45,39,"2014-02-27 01:11:51"
936,4,67,37,"2014-02-27 01:11:51"
937,1,35,41,"2014-02-27 11:57:35"
938,2,52,35,"2014-02-27 11:57:35"
939,3,34,30,"2014-02-27 11:57:35"
940,4,66,43,"2014-02-27 11:57:35"
941,1,69,36,"2014-02-27 12:49:45"
942,2,88,41,"2014-02-27 12:49:45"
943,3,84,42,"2014-02-27 12:49:45"
944,4,64,30,"2014-02-27 12:49:45"
945,1,66,40,"2014-02-27 13:19:30"
946,2,43,36,"2014-02-27 13:19:30"
947,3,41,40,"2014-02-27 13:19:30"
948,4,46,25,"2014-02-27 13:19:30"
949,1,88,31,"2014-02-27 19:58:26"
950,2,51,27,"2014-02-27 19:58:26"
951,3,55,30,"2014-02-27 19:58:26"
952,4,51,25,"2014-02-27 19:58:26"
953,1,43,25,"2014-02-28 03:40:16"
954,2,34,28,"2014-02-28 03:40:16"
955,3,58,43,"2014-02-28 03:40:16"
956,4,61,44,"2014-02-28 03:40:16"
957,1,35,42,"2014-02-28 09:07:45"
958,2,87,32,"2014-02-28 09:07:45"
959,3,35,31,"2014-02-28 09:07:45"
960,4,89,36,"2014-02-28 09:07:45"
961,1,37,42,"2014-02-28 15:23:37"
962,2,50,27,"2014-02-28 15:23:37"
963,3,64,41,"2014-02-28 15:23:37"
964,4,78,40,"2014-02-28 15:23:37"
965,1,31,34,"2014-02-28 17:58:04"
966,2,60,42,"2014-02-28 17:58:04"
967,3,52,35,"2014-02-28 17:58:04"
968,4,32,27,"2014-02-28 17:58:04"
969,1,57,29,"2014-02-28 22:44:04"
970,2,62,32,"2014-02-28 22:44:04"
971,3,80,27,"2014-02-28 22:44:04"
972,4,68,40,"2014-02-28 22:44:04"
973,1,48,42,"2014-03-01 00:04:03"
974,2,85,28,"2014-03-01 00:04:03"
975,3,77,28,"2014-03-01 00:04:03"
976,4,57,29,"2014-03-01 00:04:03"
977,1,77,41,"2014-03-01 08:39:26"
978,2,52,27,"2014-03-01 08:39:26"
979,3,54,39,"2014-03-01 08:39:26"
980,4,75,30,"2014-03-01 08:39:26"
981,1,39,29,"2014-03-01 11:57:00"
982,2,33,42,"2014-03-01 11:57:00"
983,3,30,44,"2014-03-01 11:57:00"
984,4,37,31,"2014-03-01 11:57:00"
985,1,47,25,"2014-03-01 12:37:10"
986,2,89,41,"2014-03-01 12:37:10"
987,3,36,40,"2014-03-01 12:37:10"
988,4,36,25,"2014-03-01 12:37:10"
989,1,48,32,"2014-03-01 13:19:00"
990,2,36,44,"2014-03-01 13:19:00"
991,3,42,27,"2014-03-01 13:19:00"
992,4,40,44,"2014-03-01 13:19:00"
993,1,57,34,"2014-03-01 13:49:13"
994,2,88,27,"2014-03-01 13:49:13"
995,3,78,39,"2014-03-01 13:49:13"
996,4,34,44,"2014-03-01 13:49:13"
997,1,45,44,"2014-03-01 16:19:37"
998,2,81,43,"2014-03-01 16:19:37"
999,3,31,33,"2014-03-01 16:19:37"
1000,4,67,38,"2014-03-01 16:19:37"
1001,1,60,34,"2014-03-01 21:42:44"
1002,2,39,35,"2014-03-01 21:42:44"
1003,3,72,40,"2014-03-01 21:42:44"
1004,4,57,27,"2014-03-01 21:42:44"
1005,1,68,25,"2014-03-02 04:29:22"
1006,2,66,43,"2014-03-02 04:29:22"
1007,3,36,36,"2014-03-02 04:29:22"
1008,4,82,31,"2014-03-02 04:29:22"
1009,1,73,26,"2014-03-02 10:12:41"
1010,2,85,35,"2014-03-02 10:12:41"
1011,3,80,42,"2014-03-02 10:12:41"
1012,4,66,29,"2014-03-02 10:12:41"
1013,1,43,39,"2014-03-02 13:24:09"
1014,2,51,36,"2014-03-02 13:24:09"
1015,3,48,43,"2014-03-02 13:24:09"
1016,4,88,42,"2014-03-02 13:24:09"
1017,1,41,41,"2014-03-02 21:45:47"
1018,2,47,42,"2014-03-02 21:45:47"
1019,3,70,38,"2014-03-02 21:45:47"
1020,4,38,34,"2014-03-02 21:45:47"
1021,1,82,44,"2014-03-03 00:33:39"
1022,2,70,38,"2014-03-03 00:33:39"
1023,3,85,42,"2014-03-03 00:33:39"
1024,4,85,43,"2014-03-03 00:33:39"
1025,1,76,25,"2014-03-03 06:56:35"
1026,2,37,30,"2014-03-03 06:56:35"
1027,3,65,29,"2014-03-03 06:56:35"
1028,4,71,29,"2014-03-03 06:56:35"
1029,1,67,37,"2014-03-03 17:18:26"
1030,2,59,36,"2014-03-03 17:18:26"
1031,3,65,41,"2014-03-03 17:18:26"
1032,4,52,37,"2014-03-03 17:18:26"
1033,1,82,32,"2014-03-03 17:25:04"
1034,2,46,40,"2014-03-03 17:25:04"
1035,3,85,35,"2014-03-03 17:25:04"
1036,4,64,34,"2014-03-03 17:25:04"
1037,1,60,38,"2014-03-03 22:36:48"
1038,2,33,29,"2014-03-03 22:36:48"
1039,3,46,25,"2014-03-03 22:36:48"
1040,4,71,30,"2014-03-03 22:36:48"
1041,1,68,30,"2014-03-04 04:52:53"
1042,2,86,31,"2014-03-04 04:52:53"
1043,3,50,39,"2014-03-04 04:52:53"
1044,4,67,29,"2014-03-04 04:52:53"
1045,1,76,35,"2014-03-04 07:10:52"
1046,2,80,40,"2014-03-04 07:10:52"
1047,3,86,43,"2014-03-04 07:10:52"
1048,4,55,42,"2014-03-04 07:10:52"
1049,1,33,27,"2014-03-04 13:30:23"
1050,2,38,35,"2014-03-04 13:30:23"
1051,3,73,31,"2014-03-04 13:30:23"
1052,4,47,40,"2014-03-04 13:30:23"
1053,1,75,27,"2014-03-04 18:01:52"
1054,2,51,25,"2014-03-04 18:01:52"
1055,3,42,27,"2014-03-04 18:01:52"
1056,4,32,38,"2014-03-04 18:01:52"
1057,1,47,32,"2014-03-04 18:56:14"
1058,2,39,43,"2014-03-04 18:56:14"
1059,3,77,33,"2014-03-04 18:56:14"
1060,4,49,39,"2014-03-04 18:56:14"
1061,1,52,44,"2014-03-05 05:08:58"
1062,2,67,39,"2014-03-05 05:08:58"
1063,3,54,44,"2014-03-05 05:08:58"
1064,4,40,25,"2014-03-05 05:08:58"
1065,1,52,26,"2014-03-05 06:32:54"
1066,2,33,39,"2014-03-05 06:32:54"
1067,3,65,32,"2014-03-05 06:32:54"
1068,4,62,26,"2014-03-05 06:32:54"
1069,1,36,36,"2014-03-05 14:57:13"
1070,2,36,35,"2014-03-05 14:57:13"
1071,3,71,32,"2014-03-05 14:57:13"
1072,4,44,38,"2014-03-05 14:57:13"
1073,1,86,40,"2014-03-05 19:32:51"
1074,2,38,43,"2014-03-05 19:32:51"
1075,3,66,38,"2014-03-05 19:32:51"
1076,4,64,36,"2014-03-05 19:32:51"
1077,1,73,38,"2014-03-06 05:11:54"
1078,2,43,40,"2014-03-06 05:11:54"
1079,3,33,42,"2014-03-06 05:11:54"
1080,4,64,25,"2014-03-06 05:11:54"
1081,1,52,29,"2014-03-06 08:03:38"
1082,2,30,44,"2014-03-06 08:03:38"
1083,3,89,25,"2014-03-06 08:03:38"
1084,4,51,35,"2014-03-06 08:03:38"
1085,1,64,42,"2014-03-06 11:18:15"
1086,2,41,39,"2014-03-06 11:18:15"
1087,3,73,34,"2014-03-06 11:18:15"
1088,4,82,38,"2014-03-06 11:18:15"
1089,1,86,26,"2014-03-06 13:13:41"
1090,2,40,29,"2014-03-06 13:13:41"
1091,3,33,37,"2014-03-06 13:13:41"
1092,4,36,36,"2014-03-06 13:13:41"
1093,1,32,35,"2014-03-06 22:10:17"
1094,2,67,31,"2014-03-06 22:10:17"
1095,3,47,42,"2014-03-06 22:10:17"
1096,4,68,36,"2014-03-06 22:10:17"
1097,1,61,29,"2014-03-07 01:34:02"
1098,2,45,28,"2014-03-07 01:34:02"
1099,3,89,44,"2014-03-07 01:34:02"
1100,4,37,44,"2014-03-07 01:34:02"
1101,1,40,29,"2014-03-07 03:37:14"
1102,2,88,40,"2014-03-07 03:37:14"
1103,3,41,34,"2014-03-07 03:37:14"
1104,4,38,26,"2014-03-07 03:37:14"
1105,1,46,25,"2014-03-07 13:35:29"
1106,2,34,44,"2014-03-07 13:35:29"
1107,3,67,39,"2014-03-07 13:35:29"
1108,4,39,45,"2014-03-07 13:35:29"
1109,1,31,25,"2014-03-07 17:07:26"
1110,2,35,26,"2014-03-07 17:07:26"
1111,3,44,28,"2014-03-07 17:07:26"
1112,4,66,41,"2014-03-07 17:07:26"
1113,1,75,31,"2014-03-07 18:25:16"
1114,2,71,41,"2014-03-07 18:25:16"
1115,3,30,34,"2014-03-07 18:25:16"
1116,4,86,34,"2014-03-07 18:25:16"
1117,1,78,28,"2014-03-08 04:46:50"
1118,2,45,29,"2014-03-08 04:46:50"
1119,3,37,36,"2014-03-08 04:46:50"
1120,4,59,39,"2014-03-08 04:46:50"
1121,1,89,26,"2014-03-08 08:57:51"
1122,2,70,40,"2014-03-08 08:57:51"
1123,3,31,41,"2014-03-08 08:57:51"
1124,4,48,42,"2014-03-08 08:57:51"
1125,1,84,40,"2014-03-08 15:41:22"
1126,2,75,28,"2014-03-08 15:41:22"
1127,3,66,31,"2014-03-08 15:41:22"
1128,4,57,37,"2014-03-08 15:41:22"
1129,1,35,37,"2014-03-08 22:27:47"
1130,2,87,43,"2014-03-08 22:27:47"
1131,3,60,32,"2014-03-08 22:27:47"
1132,4,33,38,"2014-03-08 22:27:47"
1133,1,58,44,"2014-03-09 07:53:14"
1134,2,70,35,"2014-03-09 07:53:14"
1135,3,44,28,"2014-03-09 07:53:14"
1136,4,53,29,"2014-03-09 07:53:14"
1137,1,71,28,"2014-03-09 15:57:18"
1138,2,35,31,"2014-03-09 15:57:18"
1139,3,62,43,"2014-03-09 15:57:18"
1140,4,45,32,"2014-03-09 15:57:18"
1141,1,52,28,"2014-03-09 21:47:52"
1142,2,43,39,"2014-03-09 21:47:52"
1143,3,43,40,"2014-03-09 21:47:52"
1144,4,46,36,"2014-03-09 21:47:52"
1145,1,47,33,"2014-03-09 22:11:36"
1146,2,88,36,"2014-03-09 22:11:36"
1147,3,87,31,"2014-03-09 22:11:36"
1148,4,78,35,"2014-03-09 22:11:36"
1149,1,46,32,"2014-03-09 22:40:34"
1150,2,35,33,"2014-03-09 22:40:34"
1151,3,46,28,"2014-03-09 22:40:34"
1152,4,87,43,"2014-03-09 22:40:34"
1153,1,76,25,"2014-03-10 04:53:27"
1154,2,53,31,"2014-03-10 04:53:27"
1155,3,85,34,"2014-03-10 04:53:27"
1156,4,78,36,"2014-03-10 04:53:27"
1157,1,65,30,"2014-03-10 10:47:54"
1158,2,66,40,"2014-03-10 10:47:54"
1159,3,68,30,"2014-03-10 10:47:54"
1160,4,68,40,"2014-03-10 10:47:54"
1161,1,61,33,"2014-03-10 18:42:39"
1162,2,78,34,"2014-03-10 18:42:39"
1163,3,61,25,"2014-03-10 18:42:39"
1164,4,77,44,"2014-03-10 18:42:39"
1165,1,52,29,"2014-03-11 04:30:55"
1166,2,57,33,"2014-03-11 04:30:55"
1167,3,69,43,"2014-03-11 04:30:55"
1168,4,63,42,"2014-03-11 04:30:55"
1169,1,76,29,"2014-03-11 15:29:58"
1170,2,41,43,"2014-03-11 15:29:58"
1171,3,70,40,"2014-03-11 15:29:58"
1172,4,78,44,"2014-03-11 15:29:58"
1173,1,36,39,"2014-03-11 16:27:21"
1174,2,75,44,"2014-03-11 16:27:21"
1175,3,33,32,"2014-03-11 16:27:21"
1176,4,45,34,"2014-03-11 16:27:21"
1177,1,83,37,"2014-03-11 17:46:34"
1178,2,39,31,"2014-03-11 17:46:34"
1179,3,78,25,"2014-03-11 17:46:34"
1180,4,66,25,"2014-03-11 17:46:34"
1181,1,72,39,"2014-03-12 04:46:20"
1182,2,47,35,"2014-03-12 04:46:20"
1183,3,84,37,"2014-03-12 04:46:20"
1184,4,33,37,"2014-03-12 04:46:20"
1185,1,62,35,"2014-03-12 14:00:53"
1186,2,80,43,"2014-03-12 14:00:53"
1187,3,31,25,"2014-03-12 14:00:53"
1188,4,65,26,"2014-03-12 14:00:53"
1189,1,88,26,"2014-03-12 21:25:26"
1190,2,58,25,"2014-03-12 21:25:26"
1191,3,62,25,"2014-03-12 21:25:26"
1192,4,40,42,"2014-03-12 21:25:26"
1193,1,44,41,"2014-03-13 05:25:47"
1194,2,83,34,"2014-03-13 05:25:47"
1195,3,52,41,"2014-03-13 05:25:47"
1196,4,44,25,"2014-03-13 05:25:47"
1197,1,67,29,"2014-03-13 07:00:32"
1198,2,37,38,"2014-03-13 07:00:32"
1199,3,88,29,"2014-03-13 07:00:32"
1200,4,49,27,"2014-03-13 07:00:32"
1201,1,46,26,"2014-03-13 16:05:56"
1202,2,76,31,"2014-03-13 16:05:56"
1203,3,64,41,"2014-03-13 16:05:56"
1204,4,74,26,"2014-03-13 16:05:56"
